left_target_attribute,right_target_attribute,left_instance_attribute,right_instance_attribute,left_instance_value,right_instance_value,label
auto_focus_mode,auto_focus_mode,www.camerafarm.com.au//769//autofocus system,www.shopmania.in//1598//autofocus,hybrid autofocus (phase detection/contrast-detect af) af-assist illuminator,"center
/ continuous
/ contrast detect
/ face detection
/ live view
/ multi-area
/ phase detect
/ selective single-point
/ single
/ tracking",1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//9820//focus,www.shopmania.in//1677//autofocus,auto / manual,"continuous
/ contrast detect
/ face detection
/ live view
/ multi-area
/ phase detect
/ selective single-point
/ single
/ tracking",1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//747//auto focus,www.shopmania.in//1138//autofocus,ttl auto focus,"center
/ continuous
/ contrast detect
/ face detection
/ live view
/ multi-area
/ phase detect
/ selective single-point
/ single
/ tracking",1
auto_focus_mode,auto_focus_mode,www.cambuy.com.au//144//focusarea selection,www.cambuy.com.au//93//autofocus af,"target finding af, face priority, manual (spot), manual (normal), manual (wide), subject tracking",contrast-detect af,1
auto_focus_mode,auto_focus_mode,www.buzzillions.com//2078//focus modes,www.cambuy.com.au//144//autofocus af,auto focus,contrast-detect af,1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//777//focus,www.price-hunt.com//940//focus,auto,auto,1
auto_focus_mode,auto_focus_mode,www.buzzillions.com//2206//focus modes,www.cambuy.com.au//5//focus,continuous af manual single af,"focusing area normal: 50 cm - infinity/af macro / mf / intelligent auto / motion picture: wide 3 cm - infinity / tele 30 cm - infinity afs (single) / aff (flexible) / afc (continuous) / mf/normal / af macro, quick af on / off (on in intelligent auto), low light af, af/ae lock button, af area select, af tracking, eye sensor af, focus peaking, one shot af (set the fn button in custom menu to af-on)",1
auto_focus_mode,auto_focus_mode,www.pricedekho.com//1193//auto focus,www.shopmania.in//1291//autofocus,yes,"contrast detect
/ live view
/ single",1
auto_focus_mode,auto_focus_mode,www.shopmania.in//1646//autofocus,www.buzzillions.com//2078//focus modes,"continuous
/ face detection
/ live view
/ multi-area
/ phase detect
/ selective single-point
/ single
/ tracking",auto focus,1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//891//auto focus,www.mypriceindia.com//791//auto focus,auto focus,"yes, contrast detect, phase detect, multi-area, selective single point, tracking, single, continuous, face detection, live view",1
auto_focus_mode,auto_focus_mode,cammarkt.com//266//focus type,www.ilgs.net//104//auto focusing af modes,"autofocus & manual focus
a ccd sensor will provide a sharper more precise image, but is generally more power consuming. cmos sensors are generally more energy efficient and are creating better and better images as technology develops.","continuous auto focus, face detection, servo auto focus, single auto focus, tracking auto focus",1
auto_focus_mode,auto_focus_mode,www.mypriceindia.com//786//auto focus,www.mypriceindia.com//769//auto focus,"yes, multi point af, touch af","yes, ttl phase detection",1
auto_focus_mode,auto_focus_mode,www.shopmania.in//859//autofocus,www.shopmania.in//974//autofocus,"center
/ continuous
/ contrast detect
/ face detection
/ multi-area
/ single
/ tracking","center
/ continuous
/ contrast detect
/ face detection
/ live view
/ multi-area
/ selective single-point
/ single
/ tracking",1
auto_focus_mode,auto_focus_mode,www.mypriceindia.com//52//auto focus,www.shopmania.in//916//autofocus,"yes, contrast detect, multi-area, center, selective single point, single, continuous, face detection, live view","center
/ continuous
/ contrast detect
/ live view
/ multi-area
/ single
/ tracking",1
auto_focus_mode,auto_focus_mode,www.mypriceindia.com//694//auto focus,www.buzzillions.com//2815//focus modes,"yes, multi-area, contrast detect, tracking, single, continuous, live view",normal automatic af predictive focus continuous-servo full-time servo manual focus single-servo af face priority,1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//9817//focus,www.flipkart.com//2270//auto focus,auto,yes,1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//9570//auto focus,www.flipkart.com//2178//auto focus,auto focus,yes,1
auto_focus_mode,auto_focus_mode,cammarkt.com//413//focus type,www.mypriceindia.com//8//auto focus,"autofocus & manual focus
a ccd sensor will provide a sharper more precise image, but is generally more power consuming. cmos sensors are generally more energy efficient and are creating better and better images as technology develops.","yes, contrast detect, phase detect, multi-area, center, selective single point, tracking, single, continuous, face detection, live view",1
auto_focus_mode,auto_focus_mode,www.cambuy.com.au//144//focusarea selection,www.pricedekho.com//1227//auto focus,"target finding af, face priority, manual (spot), manual (normal), manual (wide), subject tracking","ttl secondary image-registration, phase detection",1
auto_focus_mode,auto_focus_mode,cammarkt.com//73//focus type,www.price-hunt.com//9545//auto focus,"autofocus & manual focus
a ccd sensor will provide a sharper more precise image, but is generally more power consuming. cmos sensors are generally more energy efficient and are creating better and better images as technology develops.",auto focus,1
auto_focus_mode,auto_focus_mode,www.pricedekho.com//770//auto focus,www.cambuy.com.au//103//af modes,contrast detection af,ai focus one shot ai servo,1
auto_focus_mode,auto_focus_mode,www.cambuy.com.au//93//focusarea selection,www.mypriceindia.com//193//auto focus,"target finding af, face priority, manual (spot), manual (normal), manual (wide), subject tracking","yes, contrast detect, phase detect, multi-area, center, selective single point, tracking, single, continuous, face detection, live view",1
auto_focus_mode,auto_focus_mode,www.mypriceindia.com//19//auto focus,www.mypriceindia.com//16//auto focus,"yes, contrast detect, phase detect, multi-area, center, selective single point, tracking, single, continuous, face detection, live view","yes, contrast detect, phase detect, multi-area, center, selective single point, tracking, single, continuous, face detection, live view",1
auto_focus_mode,auto_focus_mode,www.canon-europe.com//150//af modes,www.buzzillions.com//2206//focus modes,"single, continuous (auto mode only), servo af/ae¹, tracking af¹ ¹ some settings limit availability.",continuous af manual single af,1
auto_focus_mode,auto_focus_mode,www.shopmania.in//1490//autofocus,www.shopmania.in//1438//autofocus,"center
/ contrast detect
/ face detection
/ live view
/ multi-area
/ tracking","center
/ continuous
/ contrast detect
/ face detection
/ live view
/ multi-area
/ selective single-point
/ single
/ touch
/ tracking",1
auto_focus_mode,auto_focus_mode,www.camerafarm.com.au//777//focus modes,www.flipkart.com//2201//auto focus,auto (af) auto af-s/af-c selection (af-a) single-servo af (af-s) continuous-servo (af-c) full-time servo (af-f) manual focus (mf),contrast detect af,1
auto_focus_mode,auto_focus_mode,www.flipkart.com//2269//auto focus,www.shopmania.in//1347//autofocus,yes,"center
/ continuous
/ contrast detect
/ face detection
/ selective single-point
/ single
/ tracking",1
auto_focus_mode,auto_focus_mode,www.mypriceindia.com//149//auto focus,www.shopmania.in//1383//autofocus,"yes, contrast detect af","center
/ contrast detect
/ face detection
/ selective single-point
/ tracking",1
auto_focus_mode,auto_focus_mode,www.camerafarm.com.au//754//autofocus system,www.price-hunt.com//883//focus mode,nikon multi-cam 1000 autofocus sensor module with ttl phase detection,"manual focusing (mf), ai focus af, ai servo af, one-shot af",1
auto_focus_mode,auto_focus_mode,www.pricedekho.com//1230//auto focus,www.shopmania.in//1291//autofocus,ttl phase detection,"contrast detect
/ live view
/ single",1
auto_focus_mode,auto_focus_mode,cammarkt.com//186//focus type,www.mypriceindia.com//786//auto focus,autofocus & manual focus,"yes, multi point af, touch af",1
auto_focus_mode,auto_focus_mode,www.price-hunt.com//940//focus,www.shopmania.in//992//autofocus,auto,"center
/ continuous
/ contrast detect
/ live view
/ multi-area
/ single",1
auto_focus_mode,auto_focus_mode,www.mypriceindia.com//732//auto focus,www.flipkart.com//2243//auto focus,"yes, contrast detect, phase detect, multi-area, selective single point, tracking, single, continuous, face detection, live view",yes,1
auto_focus_mode,auto_focus_mode,www.shopmania.in//1490//autofocus,www.cambuy.com.au//29//af modes,"center
/ contrast detect
/ face detection
/ live view
/ multi-area
/ tracking","single, continuous, servo af/ae¹, touch af",1
auto_focus_mode,auto_focus_mode,www.canon-europe.com//12//af modes,www.buzzillions.com//2719//focus modes,"¹ some settings limit availability. single, continuous (only available in auto mode), servo af/ae¹, tracking af",predictive focus one-shot af manual auto 9 point af,1
auto_focus_points,auto_focus_points,www.camerafarm.com.au//754//dynamic af mode,www.mypriceindia.com//698//other focus features,number of af points: 11 (3d-tracking),"focal length multiplier (1.5x), no. of focus points (39)",1
auto_focus_points,auto_focus_points,www.shopmania.in//1284//number of focus points,www.shopmania.in//1430//number of focus points,39,135,1
auto_focus_points,auto_focus_points,www.mypriceindia.com//18//other focus features,www.ebay.com//47564//afarea mode,"focal length multiplier (1.5x), no. of focus points (39)","single-point af, dynamic-area af, auto-area af, 3d-tracking (11 points)",1
auto_focus_points,auto_focus_points,www.mypriceindia.com//52//other focus features,www.shopmania.in//1442//number of focus points,no. of focus points (25),9,1
auto_focus_points,auto_focus_points,www.mypriceindia.com//694//other focus features,www.cambuy.com.au//148//afarea mode,"focal length multiplier (5.1x), af assist lamp, lens constitution (11 elements in 10 groups), no. of focus points (23), normal focus range (50 cm), macro focus range (1 cm)","single-point af, 9-, 21-, or 39- point dynamic-area af, 3d-tracking, auto-area af face-priority af, wide-area af, normal-area af, subject-tracking af",1
auto_focus_points,auto_focus_points,www.camerafarm.com.au//822//focus point,www.cambuy.com.au//98//af system points,can be selected from 11 focus points,"aiaf (31-point, face detection or touch af with object and face select and track), 1-point af (any position is available or fixed centre)",1
auto_focus_points,auto_focus_points,www.ebay.com//47564//afarea mode,www.ebay.com//42269//focus point,"single-point af, dynamic-area af, auto-area af, 3d-tracking (11 points)",can be selected from 11 focus points,1
auto_focus_points,auto_focus_points,www.canon-europe.com//155//af system points,www.shopmania.in//665//number of focus points,,9,1
auto_focus_points,auto_focus_points,www.mypriceindia.com//712//other focus features,www.mypriceindia.com//67//other focus features,"focal length multiplier (1.5x), no. of focus points (11)","focal length multiplier (1.5x), no. of focus points (11), focussing screen ( type b briteview clear matte mark vii screen )",1
auto_focus_points,auto_focus_points,www.mypriceindia.com//712//other focus features,www.shopmania.in//1547//number of focus points,"focal length multiplier (1.5x), no. of focus points (11)",23,1
auto_focus_points,auto_focus_points,www.cambuy.com.au//125//focusarea selection,www.mypriceindia.com//769//other focus features,"face priority, manual with 99 focus areas, center, subject tracking, target finding af",no. of focus points(11),1
auto_focus_points,auto_focus_points,www.shopmania.in//1188//number of focus points,www.shopmania.in//1555//number of focus points,135,49,1
auto_focus_points,auto_focus_points,www.shopmania.in//1555//number of focus points,www.cambuy.com.au//29//af point selection,49,"size (normal, small)",1
auto_focus_points,auto_focus_points,www.shopmania.in//1311//number of focus points,www.shopmania.in//1099//number of focus points,9,39,1
auto_focus_points,auto_focus_points,www.canon-europe.com//95//af point selection,www.shopmania.in//655//number of focus points,"manual selection using flexizone af/ae, size (normal, small)",11,1
auto_focus_points,auto_focus_points,www.mypriceindia.com//736//other focus features,www.shopmania.in//1662//number of focus points,"focal length multiplier (1.5x), no. of focus points (11)",61,1
auto_focus_points,auto_focus_points,www.shopmania.in//1099//number of focus points,www.shopmania.in//1490//number of focus points,39,9,1
auto_focus_points,auto_focus_points,www.canon-europe.com//95//af system points,www.mypriceindia.com//16//other focus features,"aiaf (face detection / 9-point), 1-point af (any position is available, fixed centre or face select and track)","focal length multiplier (1.5x), no. of focus points (39)",1
auto_focus_points,auto_focus_points,www.cambuy.com.au//91//afarea mode,www.cambuy.com.au//36//focus point,"face-priority af, wide-area af, normal-area af, subject-tracking af single-point af, 9-, 21-, or 39- point dynamic-area af, 3d-tracking, auto-area af",can be selected from 11 focus points,1
auto_focus_points,auto_focus_points,www.shopmania.in//1150//number of focus points,www.shopmania.in//1167//number of focus points,39,11,1
auto_focus_points,auto_focus_points,www.shopmania.in//858//number of focus points,www.cambuy.com.au//104//afarea mode,9,"face-priority af, wide-area af, normal-area af, subject-tracking af single-point af; 9-, 21-, or 39-point dynamic-area af, 3d-tracking, auto-area af",1
auto_focus_points,auto_focus_points,www.ebay.com//43606//focus point,www.cambuy.com.au//114//afarea mode,can be selected from 39 or 11 focus points,"single-point af, 9-, 21-, or 51- point dynamic-area af, 3d-tracking, group-area af, auto-area af face-priority af, wide-area af, normal-area af, subject-tracking af",1
auto_focus_points,auto_focus_points,www.mypriceindia.com//83//other focus features,www.shopmania.in//698//number of focus points,"focal length multiplier (5.5x), lens constitution ( 11 groups 15 lenses )",117,1
auto_focus_points,auto_focus_points,www.cambuy.com.au//127//autofocus,www.canon-europe.com//155//af system points,"nikon multi-cam 4800dx autofocus sensor module with ttl phase detection, 39 focus points (including 9 cross-type sensor), and af-assist illuminator (range approx. 0.5-3 m/1 ft 8 in.-9 ft 10 in.) contrast-detect af anywhere in frame (camera selects focus point automatically when face-priority af or subject-tracking af is selected)",,1
auto_focus_points,auto_focus_points,www.ebay.com//46832//focus point,www.cambuy.com.au//36//afarea mode,can be selected from 11 focus points,"face-priority af, wide-area af, normal-area af, subject-tracking af single-point af, dynamic-area af, auto-area af, 3d-tracking (11 points)",1
auto_focus_points,auto_focus_points,www.canon-europe.com//92//af point selection,www.mypriceindia.com//85//other focus features,"size (normal, small)","lcd coverage (100%), focal length multiplier (3.9x), live view, fixed articulated lcd, macro focus range (3cm), normal focus range (50cm), lens constitution (7 lenses in 4 groups)",1
battery_type,battery_type,www.henrys.com//72//battery,www.wexphotographic.com//203//battery model,en-el12,4 x aa alkaline batteries or 4 x aa ni-mh batteries en-mh2 or 4 x aa lithium batteries,1
battery_type,battery_type,www.cambuy.com.au//103//batteries,www.eglobalcentral.co.uk//662//battery,1 x rechargeable li-ion battery lp-e10,lithium-ion np-48 rechargeable battery & charger,1
battery_type,battery_type,www.pricedekho.com//1238//supplied battery,www.henrys.com//96//battery,rechargeable 1030 mah li-ion battery (en-el14),nb-6lh,1
battery_type,battery_type,www.henrys.com//172//battery,www.eglobalcentral.co.uk//579//battery,en-el12,en-el14,1
battery_type,battery_type,www.pricedekho.com//1230//supplied battery,www.wexphotographic.com//208//battery model,rechargeable li-ion battery (en-el15),en-el12,1
battery_type,battery_type,www.eglobalcentral.co.uk//717//battery,www.eglobalcentral.co.uk//192//battery,lithium-ion en-el14a or en-el14 rechargeable battery & charger,en-el14,1
battery_type,battery_type,www.eglobalcentral.co.uk//52//battery,www.buzzillions.com//2315//compatible battery,en-el14a lithium-ion battery and charger,en-el14,1
battery_type,battery_type,www.cambuy.com.au//127//battery,buy.net//5413//battery model supported,one rechargeable li-ion en-el14a battery,np-bn,1
battery_type,battery_type,www.canon-europe.com//12//batteries,www.eglobalcentral.co.uk//147//battery,rechargeable li-ion battery nb-5l (battery and charger supplied),lp-e6,1
battery_type,battery_type,www.pricedekho.com//1220//supplied battery,www.cambuy.com.au//98//batteries,rechargeable li-ion battery (lp-e6),rechargeable li-ion battery nb-13l (battery and charger supplied),1
battery_type,battery_type,www.eglobalcentral.co.uk//135//battery,www.canon-europe.com//99//batteries,lithium-ion en-el14 rechargeable battery & charger,rechargeable li-ion battery nb-10l (battery and charger supplied),1
battery_type,battery_type,www.eglobalcentral.co.uk//390//battery,www.henrys.com//221//battery,lp-e6,nb-6l/nb-6lh,1
battery_type,battery_type,www.eglobalcentral.co.uk//196//battery,www.cambuy.com.au//49//battery,lithium-ion en-el14 rechargeable battery & charger,one rechargeable li-ion en-el14a battery,1
battery_type,battery_type,www.cambuy.com.au//82//battery,www.cambuy.com.au//114//battery,one rechargeable li-ion en-el14a battery,one rechargeable li-ion en-el15 battery,1
battery_type,battery_type,www.buzzillions.com//2750//compatible battery,www.wexphotographic.com//171//battery model,aa batteries,np-48,1
battery_type,battery_type,www.henrys.com//72//battery,buy.net//4293//battery model supported,en-el12,nb-10l,1
battery_type,battery_type,www.cambuy.com.au//82//battery,www.cambuy.com.au//36//battery,one rechargeable li-ion en-el14a battery,one rechargeable li-ion en-el14a battery,1
battery_type,battery_type,www.eglobalcentral.co.uk//335//battery,www.eglobalcentral.co.uk//732//battery,lithium-ion en-el15 rechargeable battery & charger,np-fw50 lithium-ion battery and usb charger,1
battery_type,battery_type,www.cambuy.com.au//148//battery,www.canon-europe.com//21//batteries,one rechargeable li-ion en-el14a battery,rechargeable li-ion battery nb-11l (battery and charger supplied),1
battery_type,battery_type,www.eglobalcentral.co.uk//138//battery,www.henrys.com//126//battery,en-el14,nb-10l,1
battery_type,battery_type,www.eglobalcentral.co.uk//183//battery,www.eglobalcentral.co.uk//662//battery,"1x nb-12l rechargeable lithium-ion battery pack, 3.6vdc, 1910mah",lithium-ion np-48 rechargeable battery & charger,1
battery_type,battery_type,www.ilgs.net//98//battery type,www.ilgs.net//33//battery type,np-48,np-bn,1
battery_type,battery_type,www.price-hunt.com//9570//battery type,www.eglobalcentral.co.uk//608//battery,aa alkaline battery,lithium-ion lp-e10 rechargeable battery & charger,1
battery_type,battery_type,www.eglobalcentral.co.uk//710//battery,www.eglobalcentral.co.uk//34//battery,lithium-ion en-el14a or en-el14 rechargeable battery & charger,lithium-ion nb-6lh,1
battery_chemistry,battery_chemistry,www.shopmania.in//1677//battery,www.pcconnection.com//12185//battery technology,li-ion,lithium ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1284//battery,www.shopmania.in//982//battery,li-ion,li-ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1167//battery,www.price-hunt.com//891//battery type,li-ion,lithium battery,1
battery_chemistry,battery_chemistry,www.shopmania.in//984//battery,www.shopmania.in//949//battery,li-ion,li-ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1189//battery,www.walmart.com//718//battery type,nimh,lithium ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1686//battery,www.pcconnection.com//12185//battery technology,li-ion,lithium ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1347//battery,www.ilgs.net//47//battery technology,li-ion,lithium-ion (li-ion),1
battery_chemistry,battery_chemistry,www.shopmania.in//1066//battery,www.pcconnection.com//12185//battery technology,li-ion,lithium ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1712//battery,www.shopmania.in//949//battery,li-ion,li-ion,1
battery_chemistry,battery_chemistry,www.shopmania.in//1338//battery,www.shopmania.in//1117//battery,li-ion,li-ion,1
camera_height,camera_height,www.shopmania.in//858//height,www.buzzillions.com//1035//height inches,62 mm,3.29,1
camera_height,camera_height,www.shopmania.in//1605//height,www.shopmania.in//634//height,103 mm,70 mm,1
camera_height,camera_height,www.shopmania.in//1569//height,www.buzzillions.com//2163//height inches,93 mm,4.1,1
camera_height,camera_height,www.shopmania.in//1460//height,www.buzzillions.com//2723//height inches,61 mm,2.22,1
camera_height,camera_height,www.shopmania.in//1406//height,www.buzzillions.com//1035//height inches,114 mm,3.29,1
camera_width,camera_width,www.eglobalcentral.co.uk//643//dimensions w x h x d,www.ilgs.net//25//width,125 x 98 x 76 mm (4.92 x 3.86 x 2.99″),11.69 cm,1
camera_width,camera_width,www.walmart.com//725//product in inches l x w x h,buy.net//5473//width,6.0 x 4.0 x 3.0,4.4 in,1
camera_width,camera_width,buy.net//6408//width,cammarkt.com//203//width,4.38 in,"12.4 cm
a viewfinder is the small square on the back of a camera that you look through to compose the scene. some cameras have small screens on the back that act as viewfinders. other cameras have small glass areas through which you can look out of the front of the camera. 4.9 in.",1
camera_width,camera_width,www.eglobalcentral.co.uk//196//dimensions w x h x d,www.cambuy.com.au//54//dimensions w x h x d,128 x 97 x 79 mm (5.04 x 3.82 x 3.11″),approx. 124 x 98 x 75.5 mm (4.9 x 3.9 x 3 in.),1
camera_width,camera_width,www.eglobalcentral.co.uk//605//dimensions w x h x d,www.pricedekho.com//1198//dimensions,124 x 98 x 76 mm (4.88 x 3.86 x 2.99″),142.6 x 104 x 80.9 mm,1
camera_width,camera_width,www.eglobalcentral.co.uk//34//dimensions w x h x d,www.eglobalcentral.co.uk//108//dimensions w x h x d,104 x 70 x 80 mm,125 x 98 x 76 mm (4.92 x 3.86 x 2.99″),1
camera_width,camera_width,www.canon-europe.com//95//dimensions wxhxd,www.shopmania.in//858//width,116.7 x 80.5 x 64.7 mm,106 mm,1
camera_width,camera_width,www.canon-europe.com//92//dimensions wxhxd,www.walmart.com//730//product in inches l x w x h,100.2 x 59.0 x 29.0 mm,4.83 x 3.31 x 3.86,1
camera_width,camera_width,www.pcconnection.com//12419//physical dimensions,www.cambuy.com.au//64//dimensions w x h x d,"2.4""h x 4.1""w x 1""d",approx. 96.8 x 57.5 x 22.9 mm (3.9 x 2.3 x 1.0 in.) (excluding projections),1
camera_width,camera_width,www.pricedekho.com//1196//dimensions,www.buzzillions.com//1820//width inches,4.37 x 2.85 x 1.74 inches,4.9,1
camera_width,camera_width,www.price-hunt.com//9630//dimensions,www.ilgs.net//43//width,110.5 (w) x 63.7 (h) x 38.2 (d) mm,10.38 cm,1
camera_width,camera_width,www.ilgs.net//47//dimensions w x d x h,www.shopbot.com.au//1254//dimensions,129.6 x 77.9 x 99.7 mm,160 x 157 x 91 mm,1
camera_width,camera_width,www.wexphotographic.com//589//size,www.walmart.com//635//product in inches l x w x h,103.8 x 61.0 x 26.0 mm,3.8 x 2.4 x 1.2,1
camera_width,camera_width,www.wexphotographic.com//589//size,buy.net//5946//width,103.8 x 61.0 x 26.0 mm,3.0 in,1
camera_width,camera_width,www.wexphotographic.com//586//size,www.walmart.com//688//product in inches l x w x h,107.6 x 66.1 x 66.1 mm,4.31 x 2.51 x 1.4,1
camera_width,camera_width,www.shopbot.com.au//1386//dimensions,www.pcconnection.com//12399//physical dimensions,152 x 116 x 76 mm,"2.3""h x 3.9""w x 1.1""d",1
camera_width,camera_width,www.mypriceindia.com//128//dimensions,www.shopbot.com.au//319//dimensions,111 (w) x 72.5 (h) x 44.1 (d) mm,124 x 96 x 75 mm,1
