left_target_attribute,right_target_attribute,left_instance_attribute,right_instance_attribute,left_instance_value,right_instance_value,label
external_memory_type,external_memory_type,buy.net//4309//memory card support,www.shopmania.in//1107//memory type,secure digital high capacity (sdhc) card|secure digital extended capacity (sdxc),sd / sdhc / sdxc,1
external_memory_type,external_memory_type,buy.net//6117//memory card support,www.eglobalcentral.co.uk//89//storage type,secure digital high capacity (sdhc) card|secure digital extended capacity (sdxc)|secure digital (sd) card|memory stick pro-hg duo|memory stick pro duo,"sd/ sdhc/sdxc, memory stick pro duo/ pro-hg duo",1
external_memory_type,external_memory_type,buy.net//5466//memory card support,www.wexphotographic.com//601//card format,secure digital high capacity (sdhc) card|secure digital extended capacity (sdxc)|secure digital (sd) card,"sd, sdhc, sdxc",1
external_memory_type,external_memory_type,www.shopmania.in//1442//memory type,www.buzzillions.com//2301//storage media type,sd / sdhc / sdxc,sd - sdhc,1
external_memory_type,external_memory_type,www.eglobalcentral.co.uk//470//storage type,www.shopmania.in//1583//memory type,"type i cf card (udma 7 -compatible), sd/sdhc/sdxc card",sd / sdhc / sdxc,1
external_memory_type,external_memory_type,www.garricks.com.au//91//memory type,www.buzzillions.com//1035//card slot,sdhc-sdxc,secure digital sdhc sdxc,1
external_memory_type,external_memory_type,cammarkt.com//186//memory type,www.garricks.com.au//29//memory type,sd card,sdhc-sdxc,1
external_memory_type,external_memory_type,www.eglobalcentral.co.uk//102//storage type,www.buzzillions.com//2078//storage media type,"sd, sdhc, sdxc (uhs speed class 1 compatible)",secure digital (sd),1
external_memory_type,external_memory_type,buy.net//6425//memory card support,www.buzzillions.com//2974//storage media type,secure digital high capacity (sdhc) card|secure digital extended capacity (sdxc)|secure digital (sd) card,sd - sdhc - sdxc,1
external_memory_type,external_memory_type,buy.net//4309//memory card support,www.wexphotographic.com//147//card format,secure digital high capacity (sdhc) card|secure digital extended capacity (sdxc),"sd, sdhc, sdxc",1
focal_length_max,focal_length_max,www.priceme.co.nz//2344//max focal length,www.wexphotographic.com//591//focal length tele,392mm,75,1
focal_length_min,focal_length_min,www.shopmania.in//950//focal length,www.cambuy.com.au//105//focal length,18 - 55 mm,6.0-42.8 mm (angle of view equivalent to that of 28-200 mm lens in 35mm [135] format),1
focal_length_min,focal_length_min,www.shopmania.in//1605//focal length,buy.net//6601//focal length,18 - 105 mm / 70 - 300 mm,4.1 mm to 12.3 mm,1
focal_length_min,focal_length_min,www.mypriceindia.com//56//focal length,www.mypriceindia.com//711//focal length,4.3 - 180 mm (35 mm equivalent 24 - 1000 mm),5 - 80 mm (35 mm equivalent to 28 - 448 mm),1
focal_length_min,focal_length_min,www.pcconnection.com//12419//35mm equivalent focal length min,www.shopmania.in//1101//focal length,25 mm,4.1 - 12.3 mm,1
focal_length_min,focal_length_min,www.price-hunt.com//749//focal length,www.shopmania.in//1291//focal length,"4.5 - 135 mm (35 mm (135) equivalent 25 - 750 mm, )",6.3 - 18.9 mm,1
focal_length_min,focal_length_min,www.mypriceindia.com//18//focal length,www.wexphotographic.com//170//focal length wide,18 - 55 mm (35 mm equivalent to 27 - 82.5 mm),24,1
focal_length_min,focal_length_min,buy.net//6370//focal length,www.flipkart.com//2269//focal length,4.40 mm to 277 mm,4.6 - 23.0 mm (35 mm (135) equivalent 26 - 130 mm),1
focal_length_min,focal_length_min,www.shopmania.in//926//focal length,cammarkt.com//6//focal length,15 - 85 mm / 17 - 40 mm / 17 - 50 mm / 17 - 55 mm / 17 - 70 mm / 17 - 85 mm / 18 - 50 mm / 18 - 55 mm / 24 - 70 mm / 18 - 125 mm / 18 - 135 mm / 18 - 200 mm / 18 - 250 mm / 18 - 270 mm / 24 - 105 mm / 28 - 135 mm / 55 - 250 mm / 70 - 300 mm,28-300 mm,1
focal_length_min,focal_length_min,www.walmart.com//776//focal length equivalent to 35mm camera,www.flipkart.com//2270//focal length,27 - 82.5mm,4.6 - 23.0 mm (35 mm (135) equivalent 26 - 130 mm),1
focal_length_min,focal_length_min,www.canon-europe.com//95//focal length,www.mypriceindia.com//730//focal length,15.1 - 60.4 mm (35 mm equivalent: 28 – 112 mm),24 - 85 mm (35 mm equivalent to 24 - 85 mm),1
focal_length_min,focal_length_min,www.wexphotographic.com//619//focal length wide,www.pricedekho.com//1255//focal length,25,6 - 42.8 mm (35 mm equivalent to 28 - 200 mm),1
focal_length_min,focal_length_min,buy.net//6425//focal length,www.pcconnection.com//12399//focal length min,24 mm to 85 mm,5.2 mm,1
image_format,image_format,www.priceme.co.nz//2265//still image format,www.shopmania.in//1458//image format,"jpeg, nef (raw), raw",jpeg / raw,1
image_format,image_format,www.priceme.co.nz//2153//still image format,www.priceme.co.nz//2181//still image format,"jpeg, nef (raw)",raw,1
image_format,image_format,www.shopmania.in//1338//image format,www.shopmania.in//858//image format,dpof / jpeg / raw,dcf / dpof / jpeg,1
image_format,image_format,www.priceme.co.nz//37//still image format,www.shopmania.in//1555//image format,"jpeg, raw",dcf / dpof / jpeg / raw,1
image_format,image_format,www.pricedekho.com//1220//image format,www.mypriceindia.com//786//image format,jpeg (raw),"jpeg (dcf, exif, mpf baseline) compliant, dpof compatible",1
image_format,image_format,www.priceme.co.nz//2285//still image format,www.pcconnection.com//12364//still image format,"jpeg, raw",jpeg,1
image_format,image_format,www.mypriceindia.com//213//image format,www.mypriceindia.com//694//image format,"nef (12 or 14-bit lossless compressed or compressed raw) jpeg (baseline-compliant), jpeg ( fine, normal & basic quality )",jpeg(dcf/exif2.3),1
image_format,image_format,www.priceme.co.nz//2192//still image format,www.shopmania.in//1122//image format,"jpeg, nef (raw)",dcf / dpof / jpeg / mpf / mpo / dcf 2.0,1
image_format,image_format,www.priceme.co.nz//2369//still image format,www.ilgs.net//23//image formats supported,"jpeg, nef (raw), raw","jpg, raw",1
image_format,image_format,www.mypriceindia.com//99//image format,www.flipkart.com//2211//image format,"jpeg, raw (nrw) (nikon's own format), dcf, exif 2.3 and dpof compliant","nef (12 or 14-bit lossless compressed or compressed raw), jpeg (baseline-compliant)",1
image_format,image_format,www.priceme.co.nz//1885//still image format,www.priceme.co.nz//2342//still image format,"jpeg, nef (raw), raw","jpeg, nef (raw), raw",1
image_resolution,image_resolution,www.ebay.com//42161//megapixels,www.ebay.com//58912//megapixels,18.0 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//44383//megapixels,www.ebay.com//56678//megapixels,16.0 mp,24.2 mp,1
image_resolution,image_resolution,buy.net//6753//effective megapixels,www.pcconnection.com//12169//megapixels,12100000 pixels,36.3 megapixel(s),1
image_resolution,image_resolution,buy.net//5403//total pixels,www.gosale.com//462//megapixels,16760000 pixels,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//60721//megapixels,www.mypriceindia.com//686//max resolution,14.2 mp,4928 x 3264 pixels,1
image_resolution,image_resolution,www.priceme.co.nz//2369//max image resolution,www.ebay.com//60471//megapixels,6016x4016,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//45789//megapixels,www.pcconnection.com//12419//megapixels,20.1 mp,16 megapixel(s),1
image_resolution,image_resolution,www.priceme.co.nz//30//max image resolution,www.ebay.com//60149//megapixels,4608x3456,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//46962//megapixels,www.ebay.com//56311//megapixels,16.0 mp,16.0 mp,1
image_resolution,image_resolution,www.ebay.com//53633//megapixels,www.buzzillions.com//2206//effective megapixel count,10.0 mp,12.0,1
image_resolution,image_resolution,www.ebay.com//46359//megapixels,www.shopbot.com.au//1217//sensor resolution,16.0 mp,"24,2 mpx",1
image_resolution,image_resolution,www.ebay.com//24274//megapixels,www.ebay.com//45198//megapixels,12.1 mp,36.3 mp,1
image_resolution,image_resolution,www.shopmania.in//634//resolution,www.eglobalcentral.co.uk//585//max resolution,14 mp (more than 67%),6016 x 4000,1
image_resolution,image_resolution,www.ebay.com//55741//megapixels,www.eglobalcentral.co.uk//681//max resolution,22.3 mp,5184 x 3456,1
image_resolution,image_resolution,www.ebay.com//46659//megapixels,www.pcconnection.com//12164//megapixels,16.0 mp,18.4 megapixel(s),1
image_resolution,image_resolution,www.ebay.com//48113//megapixels,www.eglobalcentral.co.uk//551//max resolution,14.0 mp,5184 x 3456,1
image_resolution,image_resolution,buy.net//6204//total pixels,www.ebay.com//47739//megapixels,14170000 pixels,10.2 mp,1
image_resolution,image_resolution,www.ebay.com//57968//megapixels,www.ebay.com//46168//megapixels,22.3 mp,24.3 mp,1
image_resolution,image_resolution,www.camerafarm.com.au//819//total pixels,www.ebay.com//44843//megapixels,12 million,12.1 mp,1
image_resolution,image_resolution,www.ebay.com//60432//megapixels,www.ebay.com//45593//megapixels,24.2 mp,18.0 mp,1
image_resolution,image_resolution,www.garricks.com.au//6//resolution,www.cambuy.com.au//29//effective pixels,22mp,approx. 12.8m (aspect ratio: 3:2) approx. 13.1m (aspect ratio: 4:3),1
image_resolution,image_resolution,www.priceme.co.nz//67//max image resolution,www.shopmania.in//1013//image resolutions,6000x4000,1280x720 / 1920x1080 / 1936x1296 / 2896x1944 / 3840x2160 / 3872x2592,1
image_resolution,image_resolution,www.mypriceindia.com//98//camera resolution,www.ebay.com//43079//megapixels,12.1 mp,24.3 mp,1
image_resolution,image_resolution,www.mypriceindia.com//19//camera resolution,www.ebay.com//60867//megapixels,25 mp,24.3 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//247//effective pixels,www.ebay.com//59981//megapixels,24 megapixels,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//24695//megapixels,www.pcconnection.com//12393//megapixels,18.0 mp,16 megapixel(s),1
image_resolution,image_resolution,buy.net//6117//total pixels,www.ebay.com//47590//megapixels,24700000 pixels,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//60565//megapixels,www.ilgs.net//23//megapixel,16.0 mp,16.2 mp,1
image_resolution,image_resolution,www.ebay.com//60877//megapixels,www.ebay.com//47646//megapixels,16.1 mp,16.0 mp,1
image_resolution,image_resolution,www.ebay.com//60528//megapixels,www.ukdigitalcameras.co.uk//225//camera resolution,24.2 mp,16 megapixels,1
image_resolution,image_resolution,www.mypriceindia.com//191//camera resolution,www.ebay.com//56952//megapixels,19 mp,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//47985//megapixels,www.ebay.com//48466//megapixels,24.3 mp,22.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//21//max image resolution,www.ebay.com//58796//megapixels,6016x4016,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//57698//megapixels,www.shopmania.in//1019//resolution,18.2 mp,12 mp (more than 51%),1
image_resolution,image_resolution,www.ebay.com//60234//megapixels,www.shopmania.in//1700//resolution,24.3 mp,12 mp (more than 51%),1
image_resolution,image_resolution,www.ebay.com//52786//megapixels,www.buzzillions.com//1035//effective megapixel count,36.3 mp,12.1,1
image_resolution,image_resolution,www.wexphotographic.com//160//megapixels,www.mypriceindia.com//42//max resolution,16,4608 x 3072 pixels,1
image_resolution,image_resolution,www.ebay.com//43031//megapixels,www.ebay.com//48466//megapixels,18.0 mp,22.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//2162//max image resolution,www.ebay.com//53632//megapixels,5184x3456,36.3,1
image_resolution,image_resolution,buy.net//6370//effective megapixels,www.ebay.com//58809//megapixels,20.1 megapixel,7.1 mp,1
image_resolution,image_resolution,www.ebay.com//46718//megapixels,www.ebay.com//59643//megapixels,18.2 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//55902//megapixels,www.ebay.com//56608//megapixels,22.3 mp,10.2 mp,1
image_resolution,image_resolution,www.ebay.com//44510//megapixels,www.ebay.com//24451//megapixels,16.0 mp,16.3 mp,1
image_resolution,image_resolution,www.ebay.com//43720//megapixels,www.ebay.com//59563//megapixels,24.2 mp,24.3 mp,1
image_resolution,image_resolution,cammarkt.com//300//megapixels,www.ebay.com//55030//megapixels,"22.3 mp
unlike optical zoom, digital zoom magnifies the pixels but not the actual image. the resulting image appears bigger, but is not as sharp as with an optical zoom.",24.3 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//544//effective pixels,www.henrys.com//1//effective pixels,24 megapixels,16.4mp,1
image_resolution,image_resolution,www.pricedekho.com//1051//pixels,www.ebay.com//24524//megapixels,"optical sensor resolution (in megapixel)
16.1 mp",10.0 mp,1
image_resolution,image_resolution,buy.net//5891//total pixels,www.ebay.com//59563//megapixels,18.9 megapixel,24.3 mp,1
image_resolution,image_resolution,www.shopmania.in//1527//image resolutions,www.buzzillions.com//2719//resolution,1536x1536 / 1920x1080 / 2048x1360 / 2048x1536 / 2112x2112 / 2816x1584 / 2816x1864 / 2816x2112 / 2992x2992 / 4000x2248 / 4000x2664 / 4000x3000,21.1megapixel,1
image_resolution,image_resolution,www.ebay.com//59519//megapixels,www.ebay.com//47729//megapixels,12.9 mp,24.2 mp,1
image_resolution,image_resolution,www.ebay.com//59327//megapixels,www.ilgs.net//102//megapixel,24.2 mp,16.2 mp,1
image_resolution,image_resolution,cammarkt.com//351//resolution,www.priceme.co.nz//2249//max image resolution,"16.5 megapixel
there are several different types of digital cameras. compact and ultra-compact are light, pocket-sized cameras that are easy to carry, usually with a built-in lens. standard point-and-shoot cameras are of medium size, usually come with a built-in lens, and have basic features that are useful for the casual photographer. slr/professional cameras are usually larger, but offer more advanced features and detachable lenses for the photography enthusiast or professional.",6000x4000,1
image_resolution,image_resolution,www.priceme.co.nz//1847//max image resolution,www.garricks.com.au//14//resolution,7360x4912,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//58330//megapixels,www.ebay.com//47384//megapixels,16.0 mp,12.2 mp,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//470//total pixels,www.shopbot.com.au//393//sensor resolution,approx. 23.4 megapixels,"16,1 mpx",1
image_resolution,image_resolution,www.ebay.com//47095//megapixels,www.shopmania.in//1220//resolution,36.3 mp,12.3 mp (more than 65%),1
image_resolution,image_resolution,www.mypriceindia.com//92//camera resolution,www.ebay.com//48984//megapixels,16.2 mp,16.0 mp,1
image_resolution,image_resolution,www.mypriceindia.com//775//camera resolution,www.ebay.com//54391//megapixels,20.1 mp,10.2 mp,1
image_resolution,image_resolution,www.pcconnection.com//12185//megapixels,www.eglobalcentral.co.uk//380//max resolution,24.2 megapixel(s),6000 x 4000,1
image_resolution,image_resolution,www.ebay.com//53319//megapixels,www.ebay.com//46098//megapixels,7.1 mp,14.2 mp,1
image_resolution,image_resolution,www.ebay.com//54186//megapixels,www.ebay.com//25046//megapixels,18.2 mp,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//54083//megapixels,www.wexphotographic.com//611//megapixels,14.2mp,18.0,1
image_resolution,image_resolution,www.ebay.com//24211//megapixels,www.garricks.com.au//22//resolution,16.1 mp,16.1 mp,1
image_resolution,image_resolution,www.ebay.com//60585//megapixels,www.ebay.com//55492//megapixels,12.3 mp,22.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//1795//max image resolution,www.shopmania.in//916//resolution,4896x3672,14.1 mp (more than 73%),1
image_resolution,image_resolution,www.ebay.com//59730//megapixels,www.ebay.com//54339//megapixels,22.3 mp,8.0 mp,1
image_resolution,image_resolution,cammarkt.com//310//camera resolution,www.ebay.com//44882//megapixels,"3888 x 2592
3456 x 2304
19 megapixel
the sensor in a digital camera is composed of pixels, which are tiny light-sensitive squares. the sensors in most cameras today are made up of millions of pixels, each one registering the brightness of the light striking it as the photo is taken. a megapixel is the term used for a million pixels â and the more megapixels an imaging sensor has, the higher the camera's potential resolution. on the other hand, the megapixels determine the size of the print, so higher megapixels means larger print sizes, for examples, 6 megapixels are good for 8 x 10 in. prints, 8 megapixels are good for 16 x 20 in. prints.",12.3 mp,1
image_resolution,image_resolution,www.priceme.co.nz//1927//max image resolution,www.ebay.com//60280//megapixels,6000x4000,5.0 mp,1
image_resolution,image_resolution,www.ebay.com//55132//megapixels,www.ebay.com//43079//megapixels,16.0 mp,24.3 mp,1
image_resolution,image_resolution,www.ebay.com//45253//megapixels,www.buzzillions.com//2576//megapixels,16.2 mp,16,1
image_resolution,image_resolution,www.priceme.co.nz//62//max image resolution,www.pcconnection.com//4405//megapixels,4608x3456,14.2 megapixel(s),1
image_resolution,image_resolution,www.camerafarm.com.au//802//total pixels,www.shopbot.com.au//1513//sensor resolution,12 million,"22,3 mpx",1
image_resolution,image_resolution,www.cambuy.com.au//128//number of effective pixels,www.wexphotographic.com//203//resolution,13.2 million,4608 x 3456,1
image_resolution,image_resolution,www.ebay.com//56531//megapixels,www.ebay.com//53085//megapixels,12.1 mp,16.0mp,1
image_resolution,image_resolution,www.ebay.com//47229//megapixels,www.shopmania.in//1188//image resolutions,16.1 mp,1280x720 / 1920x1080 / 1936x1296 / 2896x1944 / 3840x2160 / 3872x2592,1
image_resolution,image_resolution,www.ebay.com//24984//megapixels,www.ebay.com//43260//megapixels,14.3 mp,12mp,1
image_resolution,image_resolution,www.ebay.com//54517//megapixels,www.eglobalcentral.co.uk//50//max resolution,18.0 mp,20mp: 5456 x 3632,1
image_resolution,image_resolution,www.eglobalcentral.co.uk//34//total pixels,www.mypriceindia.com//714//max resolution,13 megapixels,6016 x 4000 pixels,1
image_resolution,image_resolution,www.priceme.co.nz//1958//max image resolution,www.eglobalcentral.co.uk//534//effective pixels,4608x3456,24 megapixels,1
image_resolution,image_resolution,www.ebay.com//55304//megapixels,www.ebay.com//55950//megapixels,10.0 mp,10.0 to 11.9 mp,1
image_resolution,image_resolution,buy.net//6536//total pixels,www.buzzillions.com//2880//resolution,24700000,12 megapixel 12.2 megapixel,1
image_resolution,image_resolution,www.camerafarm.com.au//740//effective pixels,www.eglobalcentral.co.uk//732//total pixels,14.2 million,25 megapixels,1
image_resolution,image_resolution,www.pricedekho.com//1016//optical sensor resolution in megapixel,www.ebay.com//54374//megapixels,,14.2 mp,1
image_resolution,image_resolution,www.buzzillions.com//2750//megapixels,www.buzzillions.com//2815//still image resolution max,10.0,4928 x 3264,1
image_resolution,image_resolution,cammarkt.com//73//image resolutions,www.ebay.com//56180//megapixels,2304 x 1536,10.1 mp,1
image_resolution,image_resolution,www.ebay.com//45853//megapixels,www.ebay.com//48227//megapixels,16.2 mp,22.3 mp,1
image_resolution,image_resolution,www.ebay.com//24416//megapixels,www.buzzillions.com//2005//megapixels,10.2 mp,16 megapixels,1
image_resolution,image_resolution,www.ebay.com//54086//megapixels,www.wexphotographic.com//208//megapixels,16.2 mp,16,1
image_resolution,image_resolution,www.priceme.co.nz//2203//max image resolution,www.ebay.com//24330//megapixels,3872x2592,18.2 mp,1
image_resolution,image_resolution,www.pricedekho.com//752//optical sensor resolution in megapixel,www.shopmania.in//859//resolution,,14 mp (more than 67%),1
image_resolution,image_resolution,www.ebay.com//42010//megapixels,www.shopmania.in//698//image resolutions,24.2 mp,1968x1312 / 2400x1600 / 3008x1688 / 3008x2000 / 3680x2456 / 3936x2216 / 3936x2624 / 4800x3200 / 6000x3376 / 6000x4000 / 7360x4912,1
image_resolution,image_resolution,www.ebay.com//52625//megapixels,www.ebay.com//56313//megapixels,20.1 mp,20.2,1
image_resolution,image_resolution,buy.net//5791//total pixels,www.price-hunt.com//9645//optical sensor resolution in megapixel,16900000,13.2 megapixels,1
image_resolution,image_resolution,www.camerafarm.com.au//769//total pixels,www.wexphotographic.com//171//resolution,15.13 million,4000 x 3000,1
image_resolution,image_resolution,www.ebay.com//52871//megapixels,www.ukdigitalcameras.co.uk//220//camera resolution,18.0 mp,16.0 megapixels,1
image_resolution,image_resolution,buy.net//6370//total pixels,www.ebay.com//48491//megapixels,20400000,16.2 mp,1
image_resolution,image_resolution,www.ilgs.net//7//megapixel,www.eglobalcentral.co.uk//133//max resolution,16 16 mp,6000 x 4000,1
image_resolution,image_resolution,www.shopbot.com.au//1577//sensor resolution,www.ilgs.net//98//still image resolutions,14 mpx,"4000 x 3000
4000 x 2664
4000 x 2248
2992 x 2992
2816 x 2112
2816 x 1864
2816 x 1584
2112 x 2112
2048 x 1536
2048 x 1360
1920 x 1080
1536 x 1536",1
image_resolution,image_resolution,cammarkt.com//203//resolution,www.ebay.com//53117//megapixels,"16.7 megapixel
there are several different types of digital cameras. compact and ultra-compact are light, pocket-sized cameras that are easy to carry, usually with a built-in lens. standard point-and-shoot cameras are of medium size, usually come with a built-in lens, and have basic features that are useful for the casual photographer. slr/professional cameras are usually larger, but offer more advanced features and detachable lenses for the photography enthusiast or professional.",12.3mp,1
image_resolution,image_resolution,www.pricedekho.com//1051//pixels,www.ebay.com//56735//megapixels,"optical sensor resolution (in megapixel)
16.1 mp",16.0 mp,1
image_resolution,image_resolution,www.mypriceindia.com//714//camera resolution,www.ebay.com//44156//megapixels,24.2 mp,12.3 mp,1
image_resolution,image_resolution,www.ebay.com//60877//megapixels,www.pcconnection.com//12364//megapixels,16.1 mp,18 megapixel(s),1
